"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36"
"26" 3.41571e-09 9.78574e-10 1.45276e-10 2.54389e-10 2.68327e-11 -2.4808e-10 1.06411e-09 4.42309e-10 1.11912e-10 4.85532e-10 8.69408e-09 2.83898e-09 2.01627e-09 3.55729e-09 2.01915e-08 4.4271e-09 1.2735e-09 7.88782e-10 2.41913e-09 1.23788e-08 7.56262e-09 7.69884e-09 2.56322e-09 9.68431e-10 3.262e-09 2.22744e-08 1.4073e-08 1.40468e-08 4.74104e-09 1.43673e-09 8.8878e-10 2.10499e-09 1.17171e-08 7.38559e-09 1.01941e-08 6.8902e-09
"27" 2.53091e-09 8.15839e-10 3.60438e-10 1.08532e-09 3.64112e-10 3.96211e-10 1.76222e-09 6.18979e-10 7.43615e-10 1.31819e-09 4.65098e-09 1.72303e-09 2.31105e-09 3.64401e-09 9.19587e-09 6.8127e-09 3.08053e-09 3.17508e-09 4.60261e-09 1.28641e-08 1.6255e-08 6.84656e-09 2.31575e-09 4.33145e-09 6.60425e-09 1.4073e-08 2.2433e-08 1.32446e-08 4.4079e-09 1.28305e-09 2.72754e-09 4.23858e-09 8.14978e-09 1.32212e-08 1.11615e-08 8.35898e-09
"28" 5.03789e-09 7.61343e-10 3.19201e-10 1.67592e-09 9.24188e-11 4.88676e-10 1.40342e-09 2.82233e-10 4.02006e-10 5.5674e-10 4.61975e-09 1.19783e-09 1.70653e-09 2.04899e-09 6.07381e-09 3.50426e-09 8.91814e-10 1.26677e-09 1.49642e-09 5.07195e-09 3.54596e-09 1.22943e-08 2.40408e-09 5.46166e-09 6.40414e-09 1.40468e-08 1.32446e-08 2.7276e-08 9.14753e-09 1.06087e-09 4.2388e-09 4.37627e-09 7.52288e-09 6.93682e-09 2.2346e-08 1.7958e-08
"29" 1.09076e-08 3.58663e-10 -1.40798e-10 5.30809e-09 -2.11016e-10 2.25536e-09 2.69167e-09 1.20606e-10 1.41744e-09 7.41795e-10 5.88097e-09 4.8513e-10 2.78896e-09 1.65929e-09 3.282e-09 4.5843e-09 1.33917e-10 2.50544e-09 8.83521e-10 2.74047e-09 1.18423e-09 1.13334e-08 8.19719e-10 7.08488e-09 3.41459e-09 4.74104e-09 4.4079e-09 9.14753e-09 1.56743e-08 1.09204e-09 1.0071e-08 4.62958e-09 5.95939e-09 5.57814e-09 1.23303e-08 1.68371e-08
"30" 1.25136e-09 2.71575e-09 -1.50065e-10 1.17112e-09 1.60087e-09 8.78242e-10 3.82541e-10 1.88335e-09 5.04912e-10 8.28703e-11 1.14431e-09 2.37706e-09 9.44089e-10 5.52761e-10 1.5655e-09 9.87758e-10 2.84605e-09 1.02891e-09 4.98663e-10 1.31818e-09 1.1995e-09 1.26119e-09 3.60557e-09 1.46857e-09 4.05727e-10 1.43673e-09 1.28305e-09 1.06087e-09 1.09204e-09 4.83333e-09 1.70716e-09 8.85476e-11 1.37054e-09 1.06599e-09 5.43723e-10 -5.29891e-10
"31" 7.13169e-09 6.22313e-10 -3.28056e-10 1.83414e-08 -4.28512e-10 1.24786e-08 3.80055e-09 1.34153e-13 7.85473e-09 3.38651e-09 1.94538e-09 5.83367e-10 1.02041e-08 2.09016e-09 9.18675e-10 2.80834e-09 8.54129e-11 1.25302e-08 2.15599e-09 4.66879e-10 -2.63452e-10 6.92073e-09 1.20225e-09 2.84164e-08 7.9801e-09 8.8878e-10 2.72754e-09 4.2388e-09 1.0071e-08 1.70716e-09 4.17535e-08 1.19507e-08 1.07421e-09 3.96462e-09 6.36703e-09 9.66663e-09
"32" 1.73834e-09 4.664e-11 -3.48861e-11 2.73915e-09 -5.91602e-10 1.21134e-09 4.38382e-09 -6.37225e-10 3.34008e-09 7.10946e-09 1.33348e-09 8.71884e-11 2.90181e-09 5.3736e-09 1.91571e-09 2.14444e-09 -9.06412e-11 3.92585e-09 8.38502e-09 2.54077e-09 3.34509e-09 2.98819e-09 1.09316e-10 7.87057e-09 1.31446e-08 2.10499e-09 4.23858e-09 4.37627e-09 4.62958e-09 8.85476e-11 1.19507e-08 1.99156e-08 3.3251e-09 6.60503e-09 7.31481e-09 1.22088e-08
"33" 3.45039e-09 5.61932e-10 -7.16329e-11 3.26292e-10 1.58112e-10 -3.60471e-10 1.60314e-09 4.92818e-10 1.91873e-10 1.08046e-09 8.13236e-09 9.63764e-10 3.02792e-09 5.51812e-09 1.24607e-08 4.75925e-09 7.20211e-10 1.36414e-09 3.60065e-09 1.14818e-08 8.68296e-09 5.21708e-09 9.78996e-10 1.12061e-09 3.03054e-09 1.17171e-08 8.14978e-09 7.52288e-09 5.95939e-09 1.37054e-09 1.07421e-09 3.3251e-09 1.43043e-08 9.40856e-09 8.56902e-09 9.55039e-09
"34" 2.5162e-09 3.67293e-10 -9.6478e-11 1.20584e-09 3.04448e-11 4.1883e-10 2.25881e-09 3.06704e-10 1.27102e-09 2.53104e-09 4.32136e-09 5.95487e-10 2.53777e-09 4.3586e-09 6.88319e-09 7.61059e-09 2.85841e-10 4.42188e-09 7.85728e-09 1.14311e-08 1.78078e-08 4.35987e-09 7.67143e-10 2.89828e-09 4.90834e-09 7.38559e-09 1.32212e-08 6.93682e-09 5.57814e-09 1.06599e-09 3.96462e-09 6.60503e-09 9.40856e-09 1.74607e-08 8.94091e-09 1.16546e-08
"35" 5.97355e-09 2.42254e-10 7.97929e-11 2.19065e-09 -1.17879e-10 5.90297e-10 2.0505e-09 9.57753e-11 6.99195e-10 1.10895e-09 4.34125e-09 5.09604e-10 2.0251e-09 2.67106e-09 4.29584e-09 3.91485e-09 4.82548e-10 1.76113e-09 2.04964e-09 4.64238e-09 3.38942e-09 1.21519e-08 5.48161e-10 6.31277e-09 7.81818e-09 1.01941e-08 1.11615e-08 2.2346e-08 1.23303e-08 5.43723e-10 6.36703e-09 7.31481e-09 8.56902e-09 8.94091e-09 2.49564e-08 2.63117e-08
"36" 7.3127e-09 -2.9518e-10 2.5159e-10 2.88417e-09 -4.37313e-10 7.63727e-10 2.96381e-09 -4.38443e-10 1.19568e-09 2.2738e-09 4.18466e-09 5.58527e-11 2.24663e-09 3.22249e-09 3.39986e-09 4.5032e-09 6.96978e-11 2.38087e-09 2.90078e-09 4.33252e-09 3.08624e-09 1.161e-08 -3.63103e-10 6.56315e-09 8.31121e-09 6.8902e-09 8.35898e-09 1.7958e-08 1.68371e-08 -5.29891e-10 9.66663e-09 1.22088e-08 9.55039e-09 1.16546e-08 2.63117e-08 3.87598e-08
