"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36"
"21" 2.99844e-12 -1.85755e-11 2.21159e-11 -2.30884e-13 3.58332e-11 2.95549e-11 1.30929e-11 -2.94425e-11 -2.76483e-11 9.36724e-11 1.40765e-10 -3.2695e-10 -5.22335e-11 2.88898e-10 3.12305e-09 1.59126e-10 -7.49351e-10 -5.55292e-11 9.50956e-10 6.15165e-09 1.35461e-08 6.36973e-11 -7.21018e-11 -4.25316e-11 1.46393e-10 1.22556e-09 2.57279e-09 4.04731e-10 1.06147e-10 -9.97345e-11 -4.85943e-11 2.58179e-10 2.00887e-09 4.40299e-09 6.48709e-10 1.03872e-09
"22" 2.61573e-10 4.88717e-11 -2.81165e-12 -2.4752e-12 -2.5654e-12 6.2376e-13 2.20729e-12 1.80431e-11 5.62978e-12 -1.20394e-11 4.20382e-10 1.76915e-10 2.57185e-11 -5.9403e-11 3.1603e-10 2.64438e-10 1.02559e-10 1.71225e-11 -4.53129e-11 1.54473e-10 6.36973e-11 5.74088e-10 2.61176e-10 4.11138e-11 -9.10216e-11 4.1824e-10 1.83495e-10 5.80461e-10 4.85283e-10 2.11353e-10 3.37254e-11 -7.27678e-11 3.55019e-10 1.64074e-10 4.82258e-10 4.05066e-10
"23" 8.25204e-11 2.5652e-10 -1.11446e-10 1.00237e-10 -1.56129e-11 -1.83272e-11 1.30672e-13 3.15026e-11 2.28116e-11 2.97929e-12 1.50752e-10 1.10325e-09 3.95568e-10 1.72198e-11 -1.40548e-10 4.84664e-11 6.28883e-10 2.65526e-10 5.47506e-11 -1.25154e-10 -7.21018e-11 2.61176e-10 1.40708e-09 5.84387e-10 1.27381e-11 -1.99257e-10 -2.44049e-10 -2.03976e-10 1.79248e-10 1.35156e-09 5.70587e-10 2.06856e-11 -2.92192e-10 -2.73936e-10 -4.11855e-10 -5.76357e-10
"24" 1.52368e-11 1.06981e-10 -4.47202e-11 4.05802e-10 -7.96563e-11 -2.95957e-12 -6.51316e-12 -1.34881e-12 3.65411e-11 4.66873e-11 6.40617e-11 3.89748e-10 1.26835e-09 1.5656e-10 1.72079e-10 -1.30587e-11 2.58108e-10 9.3362e-10 2.15514e-10 -1.11583e-12 -4.25316e-11 4.11138e-11 5.84387e-10 1.79217e-09 2.4685e-10 1.60862e-10 -2.22967e-11 -4.83437e-11 2.85662e-11 5.61823e-10 1.77163e-09 2.4762e-10 1.1931e-10 -4.60166e-11 -3.47915e-11 -3.75822e-11
"25" -5.40841e-11 2.43437e-11 2.0109e-12 1.01935e-10 1.94136e-12 1.68114e-12 7.52772e-10 1.08428e-10 4.58495e-12 6.08199e-11 -1.17248e-10 2.73454e-11 2.44479e-10 1.39779e-09 -1.53433e-10 -3.62425e-12 4.32584e-11 1.7124e-10 8.54235e-10 7.73274e-11 1.46393e-10 -9.10216e-11 1.27381e-11 2.4685e-10 1.59557e-09 -6.98815e-11 1.74457e-10 8.43105e-11 -7.58145e-11 2.31872e-11 2.31625e-10 1.42844e-09 -4.35702e-11 1.53969e-10 8.27387e-11 8.11206e-11
"26" 1.17483e-10 -2.8497e-11 7.49779e-12 1.81239e-11 -8.6367e-13 -4.57012e-12 -4.33527e-11 -2.72259e-11 9.61755e-12 -5.53237e-12 7.63832e-10 -1.33744e-10 6.75464e-11 -4.89313e-11 3.174e-09 4.46183e-10 -6.50825e-11 3.93118e-11 2.44991e-11 1.99557e-09 1.22556e-09 4.1824e-10 -1.99257e-10 1.60862e-10 -6.98815e-11 2.63704e-09 1.67036e-09 1.84589e-09 4.05002e-10 -1.66313e-10 1.13569e-10 -2.0334e-11 2.5022e-09 1.54208e-09 1.88985e-09 1.83737e-09
"27" 3.55325e-11 -3.83415e-11 9.01735e-12 -2.27542e-11 1.05394e-11 4.19562e-12 2.06538e-11 -3.05814e-11 -5.54103e-12 2.6597e-11 3.81538e-10 -1.27869e-10 -6.24799e-11 1.49995e-10 1.78883e-09 7.3576e-10 -9.53406e-11 -5.83583e-11 1.64857e-10 2.45022e-09 2.57279e-09 1.83495e-10 -2.44049e-10 -2.22967e-11 1.74457e-10 1.67036e-09 2.6187e-09 1.32961e-09 2.66932e-10 -2.10503e-10 -6.13211e-11 1.85092e-10 1.75831e-09 2.57561e-09 1.66019e-09 1.84795e-09
"28" 1.24728e-10 -5.21784e-12 1.64891e-11 -1.64209e-11 8.24711e-12 -1.20658e-12 7.31356e-12 -2.75133e-11 -5.76237e-12 1.38778e-11 3.52934e-10 -5.1422e-11 -6.12808e-11 5.8683e-11 9.77882e-10 2.394e-10 -3.07516e-11 -5.49634e-11 7.38808e-11 6.45496e-10 4.04731e-10 5.80461e-10 -2.03976e-10 -4.83437e-11 8.43105e-11 1.84589e-09 1.32961e-09 2.86807e-09 4.8004e-10 -1.84164e-10 -7.72367e-11 1.00914e-10 1.55625e-09 1.1041e-09 2.69341e-09 2.45173e-09
"29" 2.33959e-10 -7.11165e-12 -3.93588e-11 -1.47088e-11 -8.95099e-12 2.37722e-12 -2.44936e-11 5.82766e-12 7.29479e-12 -8.32389e-12 4.58505e-10 1.61032e-10 2.33012e-11 -6.60723e-11 3.57373e-10 4.21292e-10 1.60774e-10 3.0863e-11 -6.90329e-11 2.34998e-10 1.06147e-10 4.85283e-10 1.79248e-10 2.85662e-11 -7.58145e-11 4.05002e-10 2.66932e-10 4.8004e-10 6.5268e-10 2.69079e-10 4.73935e-11 -1.09273e-10 4.57034e-10 2.61173e-10 5.45338e-10 5.80539e-10
"30" 7.33596e-11 2.15509e-10 -3.39437e-10 8.77605e-11 -5.25526e-11 -1.42695e-11 -2.70732e-11 -1.56315e-11 1.70322e-11 9.77013e-12 1.58154e-10 1.2695e-09 4.69887e-10 4.24511e-11 -1.26668e-10 1.02666e-10 1.03074e-09 4.37484e-10 1.0168e-10 -1.39493e-10 -9.97345e-11 2.11353e-10 1.35156e-09 5.61823e-10 2.31872e-11 -1.66313e-10 -2.10503e-10 -1.84164e-10 2.69079e-10 1.93416e-09 8.16746e-10 3.95144e-11 -3.75598e-10 -4.22085e-10 -4.32108e-10 -8.61134e-10
"31" 1.20811e-11 9.57196e-11 -1.43583e-10 3.58989e-10 -2.61627e-10 4.75292e-11 -1.70046e-11 -1.63037e-11 2.6479e-11 4.53217e-11 6.19614e-11 4.42869e-10 1.55345e-09 1.93152e-10 1.79715e-10 -2.54857e-12 4.32881e-10 1.53975e-09 3.41507e-10 1.65024e-11 -4.85943e-11 3.37254e-11 5.70587e-10 1.77163e-09 2.31625e-10 1.13569e-10 -6.13211e-11 -7.72367e-11 4.73935e-11 8.16746e-10 2.55173e-09 3.44381e-10 1.76327e-10 -6.76592e-11 -7.75211e-11 -5.47882e-11
"32" -4.69033e-11 3.51067e-11 -1.47468e-11 9.51479e-11 -3.56539e-11 -9.25798e-13 4.77028e-10 -2.88399e-10 -2.78303e-11 9.64318e-11 -1.01449e-10 8.92214e-11 3.08049e-10 1.59324e-09 -1.45591e-10 -3.69767e-11 5.96241e-11 2.92443e-10 1.46938e-09 6.9328e-11 2.58179e-10 -7.27678e-11 2.06856e-11 2.4762e-10 1.42844e-09 -2.0334e-11 1.85092e-10 1.00914e-10 -1.09273e-10 3.95144e-11 3.44381e-10 1.98523e-09 -6.25993e-11 2.29713e-10 1.15729e-10 1.22363e-10
"33" 1.05923e-10 -5.12949e-11 4.02709e-11 8.68791e-12 -1.68744e-11 4.43755e-13 -2.67775e-11 1.26686e-11 1.33198e-11 -8.28795e-13 6.89846e-10 -4.58322e-10 5.96085e-11 -7.19166e-11 3.6901e-09 4.73268e-10 -2.60274e-10 7.30552e-11 -7.89088e-12 2.83416e-09 2.00887e-09 3.55019e-10 -2.92192e-10 1.1931e-10 -4.35702e-11 2.5022e-09 1.75831e-09 1.55625e-09 4.57034e-10 -3.75598e-10 1.76327e-10 -6.25993e-11 3.3541e-09 2.30639e-09 2.04934e-09 2.6854e-09
"34" 3.05108e-11 -4.4077e-11 4.65092e-11 -2.18122e-11 2.03731e-11 1.16385e-11 2.34522e-11 -4.11295e-11 -1.12768e-11 2.71058e-11 3.45336e-10 -2.84127e-10 -8.69739e-11 1.58413e-10 2.02963e-09 6.50552e-10 -4.45435e-10 -8.07237e-11 2.25779e-10 3.1622e-09 4.40299e-09 1.64074e-10 -2.73936e-10 -4.60166e-11 1.53969e-10 1.54208e-09 2.57561e-09 1.1041e-09 2.61173e-10 -4.22085e-10 -6.76592e-11 2.29713e-10 2.30639e-09 3.76619e-09 1.7275e-09 2.68867e-09
"35" 1.14027e-10 -3.64025e-11 3.54329e-11 -2.15184e-11 9.41792e-12 -1.77039e-12 -3.33209e-12 -4.26912e-11 -6.97163e-12 1.60795e-11 3.47256e-10 -1.79922e-10 -8.25742e-11 6.16808e-11 1.06352e-09 3.0699e-10 -1.21802e-10 -7.78081e-11 9.2126e-11 8.81211e-10 6.48709e-10 4.82258e-10 -4.11855e-10 -3.47915e-11 8.27387e-11 1.88985e-09 1.66019e-09 2.69341e-09 5.45338e-10 -4.32108e-10 -7.75211e-11 1.15729e-10 2.04934e-09 1.7275e-09 3.18618e-09 3.59534e-09
"36" 1.04671e-10 -6.33002e-11 9.19214e-11 -2.6812e-11 7.37276e-12 1.74581e-12 -1.33384e-12 -4.27316e-11 -9.31371e-12 1.52456e-11 3.42539e-10 -3.37579e-10 -1.09758e-10 6.67846e-11 1.12229e-09 3.60074e-10 -3.15819e-10 -1.05218e-10 9.92257e-11 1.14343e-09 1.03872e-09 4.05066e-10 -5.76357e-10 -3.75822e-11 8.11206e-11 1.83737e-09 1.84795e-09 2.45173e-09 5.80539e-10 -8.61134e-10 -5.47882e-11 1.22363e-10 2.6854e-09 2.68867e-09 3.59534e-09 5.28651e-09
